side,price,volume,qid,internal_timestamp
S,62688.22,0.0882,100559142,2024-02-29 11:00:26+00:00
S,62688.26,0.00798,100490756,2024-02-29 11:00:26+00:00
S,62688.74,0.00027,100525160,2024-02-29 11:00:26+00:00
S,62689.44,0.14525,100558388,2024-02-29 11:00:26+00:00
S,62689.6,0.094,100557606,2024-02-29 11:00:26+00:00
S,62689.64,0.2436,100556784,2024-02-29 11:00:26+00:00
S,62690.72,0.00638,100549520,2024-02-29 11:00:26+00:00
S,62691.09,0.02128,100555726,2024-02-29 11:00:26+00:00
S,62691.1,0.0638,100517914,2024-02-29 11:00:26+00:00
S,62691.62,0.0012,100535918,2024-02-29 11:00:26+00:00
B,62685.15,0.02011,109203855,2024-02-29 11:00:26+00:00
B,62685.22,0.13,109197951,2024-02-29 11:00:26+00:00
B,62685.23,0.56,109207175,2024-02-29 11:00:26+00:00
B,62685.24,0.15,109206479,2024-02-29 11:00:26+00:00
B,62685.61,0.79591,109206477,2024-02-29 11:00:26+00:00
B,62686.27,0.00013,109212339,2024-02-29 11:00:26+00:00
B,62686.38,0.08849,109206475,2024-02-29 11:00:26+00:00
B,62687.49,0.01277,109212337,2024-02-29 11:00:26+00:00
B,62687.96,0.31898,109206471,2024-02-29 11:00:26+00:00
B,62688.21,6.19793,109210623,2024-02-29 11:00:26+00:00
S,62688.22,0.39876,100567036,2024-02-29 11:00:27+00:00
S,62688.26,0.00798,100490756,2024-02-29 11:00:27+00:00
S,62688.28,0.1559,100566464,2024-02-29 11:00:27+00:00
S,62688.74,0.00027,100525160,2024-02-29 11:00:27+00:00
S,62689.6,0.094,100557606,2024-02-29 11:00:27+00:00
S,62689.64,0.2436,100556784,2024-02-29 11:00:27+00:00
S,62690.72,0.00638,100549520,2024-02-29 11:00:27+00:00
S,62691.09,0.02128,100555726,2024-02-29 11:00:27+00:00
S,62691.1,0.06396,100563690,2024-02-29 11:00:27+00:00
S,62691.62,0.0012,100535918,2024-02-29 11:00:27+00:00
B,62685.22,0.13,109197951,2024-02-29 11:00:27+00:00
B,62685.23,0.55542,109207175,2024-02-29 11:00:27+00:00
B,62685.24,0.15,109206479,2024-02-29 11:00:27+00:00
B,62685.61,0.79591,109206477,2024-02-29 11:00:27+00:00
B,62686.27,0.00013,109212339,2024-02-29 11:00:27+00:00
B,62686.38,0.08849,109206475,2024-02-29 11:00:27+00:00
B,62686.5,0.00016,109215129,2024-02-29 11:00:27+00:00
B,62687.65,0.00016,109215127,2024-02-29 11:00:27+00:00
B,62687.96,0.31898,109206471,2024-02-29 11:00:27+00:00
B,62688.21,6.24922,109218933,2024-02-29 11:00:27+00:00
S,62688.22,0.80225,100572902,2024-02-29 11:00:28+00:00
S,62688.26,0.00798,100490756,2024-02-29 11:00:28+00:00
S,62688.28,0.1559,100566464,2024-02-29 11:00:28+00:00
S,62688.65,0.15949,100571502,2024-02-29 11:00:28+00:00
S,62688.74,0.00027,100525160,2024-02-29 11:00:28+00:00
S,62689.59,0.18659,100570506,2024-02-29 11:00:28+00:00
S,62689.6,0.094,100557606,2024-02-29 11:00:28+00:00
S,62689.64,0.2436,100556784,2024-02-29 11:00:28+00:00
S,62690.72,0.00638,100549520,2024-02-29 11:00:28+00:00
S,62691.09,0.02128,100555726,2024-02-29 11:00:28+00:00
B,62685.22,0.13,109197951,2024-02-29 11:00:28+00:00
B,62685.23,0.55542,109207175,2024-02-29 11:00:28+00:00
B,62685.24,0.15,109206479,2024-02-29 11:00:28+00:00
B,62685.61,0.79591,109206477,2024-02-29 11:00:28+00:00
B,62686.27,0.00013,109212339,2024-02-29 11:00:28+00:00
B,62686.5,0.00016,109215129,2024-02-29 11:00:28+00:00
B,62687.65,0.00016,109215127,2024-02-29 11:00:28+00:00
B,62687.66,0.01536,109225603,2024-02-29 11:00:28+00:00
B,62687.96,0.31898,109206471,2024-02-29 11:00:28+00:00
B,62688.21,5.44071,109223387,2024-02-29 11:00:28+00:00
S,62688.22,2.62348,100578888,2024-02-29 11:00:29+00:00
S,62688.26,0.00798,100490756,2024-02-29 11:00:29+00:00
S,62688.28,0.1559,100566464,2024-02-29 11:00:29+00:00
S,62688.74,0.00027,100525160,2024-02-29 11:00:29+00:00
S,62689.59,0.18659,100570506,2024-02-29 11:00:29+00:00
S,62689.6,0.094,100557606,2024-02-29 11:00:29+00:00
S,62689.64,0.2436,100556784,2024-02-29 11:00:29+00:00
S,62690.72,0.00638,100549520,2024-02-29 11:00:29+00:00
S,62691.09,0.02128,100555726,2024-02-29 11:00:29+00:00
S,62691.1,0.06396,100563690,2024-02-29 11:00:29+00:00
B,62684.2,0.00016,109215131,2024-02-29 11:00:29+00:00
B,62684.6,0.04,109231075,2024-02-29 11:00:29+00:00
B,62685.15,0.02011,109203855,2024-02-29 11:00:29+00:00
B,62685.22,0.13,109197951,2024-02-29 11:00:29+00:00
B,62685.23,0.44279,109207175,2024-02-29 11:00:29+00:00
B,62685.24,0.15,109206479,2024-02-29 11:00:29+00:00
B,62686.27,0.00013,109212339,2024-02-29 11:00:29+00:00
B,62686.5,0.00016,109215129,2024-02-29 11:00:29+00:00
B,62687.65,0.00016,109215127,2024-02-29 11:00:29+00:00
B,62688.21,2.18911,109226715,2024-02-29 11:00:29+00:00
S,62688.22,3.36784,100583548,2024-02-29 11:00:30+00:00
S,62688.26,0.00798,100490756,2024-02-29 11:00:30+00:00
S,62688.28,0.1559,100566464,2024-02-29 11:00:30+00:00
S,62688.74,0.00027,100525160,2024-02-29 11:00:30+00:00
S,62689.59,0.18659,100570506,2024-02-29 11:00:30+00:00
S,62689.6,0.094,100557606,2024-02-29 11:00:30+00:00
S,62689.64,0.2436,100556784,2024-02-29 11:00:30+00:00
S,62689.66,0.31897,100579960,2024-02-29 11:00:30+00:00
S,62690.72,0.00638,100549520,2024-02-29 11:00:30+00:00
S,62691.09,0.02128,100555726,2024-02-29 11:00:30+00:00
B,62684.2,0.00016,109215131,2024-02-29 11:00:30+00:00
B,62684.89,0.0004,109235455,2024-02-29 11:00:30+00:00
B,62685.15,0.15915,109237827,2024-02-29 11:00:30+00:00
B,62685.23,0.44279,109207175,2024-02-29 11:00:30+00:00
B,62685.24,0.15,109206479,2024-02-29 11:00:30+00:00
B,62685.45,0.10773,109236075,2024-02-29 11:00:30+00:00
B,62686.27,0.00013,109212339,2024-02-29 11:00:30+00:00
B,62686.5,0.00016,109215129,2024-02-29 11:00:30+00:00
B,62687.65,0.00016,109215127,2024-02-29 11:00:30+00:00
B,62688.21,0.28118,109226715,2024-02-29 11:00:30+00:00
S,62685.24,7.33858,100589618,2024-02-29 11:00:31+00:00
S,62685.4,0.31899,100589008,2024-02-29 11:00:31+00:00
S,62686.37,0.08849,100589010,2024-02-29 11:00:31+00:00
S,62686.59,0.58347,100589012,2024-02-29 11:00:31+00:00
S,62687.67,0.13,100589014,2024-02-29 11:00:31+00:00
S,62688.1,0.15,100589016,2024-02-29 11:00:31+00:00
S,62688.2,0.31898,100589018,2024-02-29 11:00:31+00:00
S,62688.22,0.3016,100587458,2024-02-29 11:00:31+00:00
S,62688.26,0.00798,100490756,2024-02-29 11:00:31+00:00
S,62688.74,0.00027,100525160,2024-02-29 11:00:31+00:00
B,62677.41,0.02,109244019,2024-02-29 11:00:31+00:00
B,62677.87,0.15951,109244017,2024-02-29 11:00:31+00:00
B,62679.11,0.00019,109209187,2024-02-29 11:00:31+00:00
B,62680.72,0.00012,109205167,2024-02-29 11:00:31+00:00
B,62680.75,0.00016,109215133,2024-02-29 11:00:31+00:00
B,62681.12,0.15,109191179,2024-02-29 11:00:31+00:00
B,62681.44,0.0804,109197967,2024-02-29 11:00:31+00:00
B,62683.29,0.00012,109243419,2024-02-29 11:00:31+00:00
B,62684.2,0.00016,109215131,2024-02-29 11:00:31+00:00
B,62685.23,0.60177,109243417,2024-02-29 11:00:31+00:00
S,62685.24,8.26106,100595656,2024-02-29 11:00:32+00:00
S,62685.4,0.31899,100589008,2024-02-29 11:00:32+00:00
S,62686.37,0.08849,100589010,2024-02-29 11:00:32+00:00
S,62686.59,0.13379,100589012,2024-02-29 11:00:32+00:00
S,62687.18,0.00012,100594630,2024-02-29 11:00:32+00:00
S,62687.54,0.00638,100591484,2024-02-29 11:00:32+00:00
S,62687.67,0.13,100589014,2024-02-29 11:00:32+00:00
S,62688.1,0.15,100589016,2024-02-29 11:00:32+00:00
S,62688.18,0.00016,100591486,2024-02-29 11:00:32+00:00
S,62688.2,0.31898,100589018,2024-02-29 11:00:32+00:00
B,62680.72,0.00012,109205167,2024-02-29 11:00:32+00:00
B,62681.12,0.15,109191179,2024-02-29 11:00:32+00:00
B,62681.37,0.13368,109250203,2024-02-29 11:00:32+00:00
B,62681.44,0.0804,109197967,2024-02-29 11:00:32+00:00
B,62681.58,0.0004,109248867,2024-02-29 11:00:32+00:00
B,62682.12,0.00016,109245937,2024-02-29 11:00:32+00:00
B,62683.2,0.00016,109245931,2024-02-29 11:00:32+00:00
B,62683.29,0.00012,109243419,2024-02-29 11:00:32+00:00
B,62683.92,0.09966,109250927,2024-02-29 11:00:32+00:00
B,62685.23,0.72876,109250199,2024-02-29 11:00:32+00:00
S,62685.24,7.55588,100602658,2024-02-29 11:00:33+00:00
S,62686.2,0.34538,100598604,2024-02-29 11:00:33+00:00
S,62686.37,0.08849,100589010,2024-02-29 11:00:33+00:00
S,62686.59,0.13379,100589012,2024-02-29 11:00:33+00:00
S,62687.18,0.00012,100594630,2024-02-29 11:00:33+00:00
S,62687.54,0.00638,100591484,2024-02-29 11:00:33+00:00
S,62687.66,0.1914,100597688,2024-02-29 11:00:33+00:00
S,62687.67,0.13,100589014,2024-02-29 11:00:33+00:00
S,62688.1,0.15,100589016,2024-02-29 11:00:33+00:00
S,62688.18,0.00016,100591486,2024-02-29 11:00:33+00:00
B,62678.58,0.15951,109260819,2024-02-29 11:00:33+00:00
B,62679.96,0.00016,109245939,2024-02-29 11:00:33+00:00
B,62680.72,0.00012,109205167,2024-02-29 11:00:33+00:00
B,62681.12,0.15,109191179,2024-02-29 11:00:33+00:00
B,62681.44,0.0804,109197967,2024-02-29 11:00:33+00:00
B,62681.58,0.0004,109248867,2024-02-29 11:00:33+00:00
B,62682.12,0.00016,109245937,2024-02-29 11:00:33+00:00
B,62683.2,0.00016,109245931,2024-02-29 11:00:33+00:00
B,62683.29,0.00012,109243419,2024-02-29 11:00:33+00:00
B,62685.23,0.72577,109254049,2024-02-29 11:00:33+00:00
S,62678.04,3.47762,100612208,2024-02-29 11:00:34+00:00
S,62679.78,0.08849,100609706,2024-02-29 11:00:34+00:00
S,62679.8,0.34538,100609708,2024-02-29 11:00:34+00:00
S,62679.97,0.4546,100609710,2024-02-29 11:00:34+00:00
S,62680.03,0.224,100609712,2024-02-29 11:00:34+00:00
S,62680.6,0.15,100609720,2024-02-29 11:00:34+00:00
S,62680.72,0.01222,100608004,2024-02-29 11:00:34+00:00
S,62680.73,0.45281,100612210,2024-02-29 11:00:34+00:00
S,62681.11,0.43536,100611230,2024-02-29 11:00:34+00:00
S,62681.12,0.08028,100608010,2024-02-29 11:00:34+00:00
B,62673.32,0.15,109186509,2024-02-29 11:00:34+00:00
B,62673.41,0.15953,109266715,2024-02-29 11:00:34+00:00
B,62674.92,0.00017,109208223,2024-02-29 11:00:34+00:00
B,62675.31,0.15,109187415,2024-02-29 11:00:34+00:00
B,62676.71,0.09031,109269177,2024-02-29 11:00:34+00:00
B,62676.72,0.00016,109245943,2024-02-29 11:00:34+00:00
B,62677.32,0.0002,109206483,2024-02-29 11:00:34+00:00
B,62677.33,0.15,109266713,2024-02-29 11:00:34+00:00
B,62677.88,0.13254,109269175,2024-02-29 11:00:34+00:00
B,62678.03,0.32697,109269173,2024-02-29 11:00:34+00:00
S,62678.04,4.30035,100617434,2024-02-29 11:00:35+00:00
S,62678.96,0.18489,100615220,2024-02-29 11:00:35+00:00
S,62679.1,0.00016,100614644,2024-02-29 11:00:35+00:00
S,62679.77,0.1099,100617904,2024-02-29 11:00:35+00:00
S,62679.78,0.08849,100609706,2024-02-29 11:00:35+00:00
S,62679.98,0.00013,100617436,2024-02-29 11:00:35+00:00
S,62680.03,0.224,100609712,2024-02-29 11:00:35+00:00
S,62680.2,0.00016,100614646,2024-02-29 11:00:35+00:00
S,62680.6,0.15,100609720,2024-02-29 11:00:35+00:00
S,62680.72,0.01222,100608004,2024-02-29 11:00:35+00:00
B,62673.21,0.05805,109203859,2024-02-29 11:00:35+00:00
B,62673.32,0.15,109186509,2024-02-29 11:00:35+00:00
B,62673.52,0.00012,109275319,2024-02-29 11:00:35+00:00
B,62674.02,0.00016,109272015,2024-02-29 11:00:35+00:00
B,62674.92,0.00017,109208223,2024-02-29 11:00:35+00:00
B,62675.8,0.00016,109272013,2024-02-29 11:00:35+00:00
B,62676.09,0.00012,109275317,2024-02-29 11:00:35+00:00
B,62677.32,0.0002,109206483,2024-02-29 11:00:35+00:00
B,62677.64,0.08136,109275929,2024-02-29 11:00:35+00:00
B,62678.03,0.9274,109275927,2024-02-29 11:00:35+00:00
S,62678.04,3.71408,100617434,2024-02-29 11:00:36+00:00
S,62678.96,0.18489,100615220,2024-02-29 11:00:36+00:00
S,62679.1,0.00016,100614644,2024-02-29 11:00:36+00:00
S,62679.77,0.1099,100617904,2024-02-29 11:00:36+00:00
S,62679.78,0.08849,100609706,2024-02-29 11:00:36+00:00
S,62679.98,0.00013,100617436,2024-02-29 11:00:36+00:00
S,62680.03,0.224,100609712,2024-02-29 11:00:36+00:00
S,62680.2,0.00016,100614646,2024-02-29 11:00:36+00:00
S,62680.6,0.15,100609720,2024-02-29 11:00:36+00:00
S,62680.72,0.01222,100608004,2024-02-29 11:00:36+00:00
B,62673.52,0.00012,109275319,2024-02-29 11:00:36+00:00
B,62674.02,0.00016,109272015,2024-02-29 11:00:36+00:00
B,62674.92,0.00017,109208223,2024-02-29 11:00:36+00:00
B,62675.09,0.15952,109281875,2024-02-29 11:00:36+00:00
B,62675.13,0.31905,109280431,2024-02-29 11:00:36+00:00
B,62675.8,0.00016,109272013,2024-02-29 11:00:36+00:00
B,62676.09,0.00012,109275317,2024-02-29 11:00:36+00:00
B,62677.32,0.0002,109206483,2024-02-29 11:00:36+00:00
B,62677.64,0.08136,109275929,2024-02-29 11:00:36+00:00
B,62678.03,1.28412,109280427,2024-02-29 11:00:36+00:00
S,62678.04,1.79419,100629838,2024-02-29 11:00:37+00:00
S,62679.1,0.00016,100614644,2024-02-29 11:00:37+00:00
S,62679.77,0.01987,100617904,2024-02-29 11:00:37+00:00
S,62679.78,0.08849,100609706,2024-02-29 11:00:37+00:00
S,62679.98,0.00013,100617436,2024-02-29 11:00:37+00:00
S,62680.03,0.224,100609712,2024-02-29 11:00:37+00:00
S,62680.2,0.00016,100614646,2024-02-29 11:00:37+00:00
S,62680.35,0.31902,100628308,2024-02-29 11:00:37+00:00
S,62680.6,0.15,100609720,2024-02-29 11:00:37+00:00
S,62680.72,0.01222,100608004,2024-02-29 11:00:37+00:00
B,62673.52,0.00012,109275319,2024-02-29 11:00:37+00:00
B,62673.9,0.31905,109289087,2024-02-29 11:00:37+00:00
B,62674.02,0.00016,109272015,2024-02-29 11:00:37+00:00
B,62674.92,0.00017,109208223,2024-02-29 11:00:37+00:00
B,62675.8,0.00016,109272013,2024-02-29 11:00:37+00:00
B,62676.09,0.00012,109275317,2024-02-29 11:00:37+00:00
B,62677.16,0.31904,109286567,2024-02-29 11:00:37+00:00
B,62677.32,0.0002,109206483,2024-02-29 11:00:37+00:00
B,62677.64,0.08136,109275929,2024-02-29 11:00:37+00:00
B,62678.03,2.22218,109289085,2024-02-29 11:00:37+00:00
S,62680.03,1.98436,100635058,2024-02-29 11:00:38+00:00
S,62680.14,0.00966,100630922,2024-02-29 11:00:38+00:00
S,62680.16,0.15951,100632026,2024-02-29 11:00:38+00:00
S,62680.2,0.00016,100614646,2024-02-29 11:00:38+00:00
S,62680.35,0.31902,100628308,2024-02-29 11:00:38+00:00
S,62680.6,0.15,100609720,2024-02-29 11:00:38+00:00
S,62680.72,0.01222,100608004,2024-02-29 11:00:38+00:00
S,62681.11,0.43536,100611230,2024-02-29 11:00:38+00:00
S,62681.44,0.7256,100608012,2024-02-29 11:00:38+00:00
S,62681.59,0.13,100608014,2024-02-29 11:00:38+00:00
B,62676.95,0.31904,109296383,2024-02-29 11:00:38+00:00
B,62677.32,0.0002,109206483,2024-02-29 11:00:38+00:00
B,62677.87,0.15951,109296381,2024-02-29 11:00:38+00:00
B,62678.03,0.3599,109289085,2024-02-29 11:00:38+00:00
B,62678.04,0.01987,109291475,2024-02-29 11:00:38+00:00
B,62678.15,0.15,109291473,2024-02-29 11:00:38+00:00
B,62678.17,0.0004,109295281,2024-02-29 11:00:38+00:00
B,62678.66,0.00872,109291471,2024-02-29 11:00:38+00:00
B,62678.96,0.01975,109294583,2024-02-29 11:00:38+00:00
B,62680.02,4.39587,109297549,2024-02-29 11:00:38+00:00
S,62680.03,2.03218,100645324,2024-02-29 11:00:39+00:00
S,62680.14,0.00966,100630922,2024-02-29 11:00:39+00:00
S,62680.2,0.00016,100614646,2024-02-29 11:00:39+00:00
S,62680.35,0.31902,100628308,2024-02-29 11:00:39+00:00
S,62680.6,0.15,100609720,2024-02-29 11:00:39+00:00
S,62680.72,0.01222,100608004,2024-02-29 11:00:39+00:00
S,62681.59,0.13,100608014,2024-02-29 11:00:39+00:00
S,62681.97,0.00012,100634478,2024-02-29 11:00:39+00:00
S,62682.31,0.13,100608020,2024-02-29 11:00:39+00:00
S,62682.39,0.00016,100614648,2024-02-29 11:00:39+00:00
B,62676.09,0.00012,109275317,2024-02-29 11:00:39+00:00
B,62677.32,0.0002,109206483,2024-02-29 11:00:39+00:00
B,62678.03,0.00013,109289085,2024-02-29 11:00:39+00:00
B,62678.04,0.01987,109291475,2024-02-29 11:00:39+00:00
B,62678.17,0.0004,109295281,2024-02-29 11:00:39+00:00
B,62678.66,0.00075,109291471,2024-02-29 11:00:39+00:00
B,62678.87,0.31903,109305761,2024-02-29 11:00:39+00:00
B,62678.96,0.01975,109294583,2024-02-29 11:00:39+00:00
B,62679.78,0.15951,109307259,2024-02-29 11:00:39+00:00
B,62680.02,2.15264,109307257,2024-02-29 11:00:39+00:00
S,62680.03,2.09908,100650718,2024-02-29 11:00:40+00:00
S,62680.14,0.00966,100630922,2024-02-29 11:00:40+00:00
S,62680.35,0.31902,100628308,2024-02-29 11:00:40+00:00
S,62680.6,0.15,100609720,2024-02-29 11:00:40+00:00
S,62680.72,0.01222,100608004,2024-02-29 11:00:40+00:00
S,62681.54,0.00016,100647154,2024-02-29 11:00:40+00:00
S,62681.59,0.13,100608014,2024-02-29 11:00:40+00:00
S,62681.97,0.00012,100634478,2024-02-29 11:00:40+00:00
S,62682.31,0.13,100608020,2024-02-29 11:00:40+00:00
S,62682.55,0.00011,100617438,2024-02-29 11:00:40+00:00
B,62677.32,0.0002,109206483,2024-02-29 11:00:40+00:00
B,62678.03,0.00013,109289085,2024-02-29 11:00:40+00:00
B,62678.04,0.01987,109291475,2024-02-29 11:00:40+00:00
B,62678.17,0.0004,109295281,2024-02-29 11:00:40+00:00
B,62678.27,0.00016,109309565,2024-02-29 11:00:40+00:00
B,62678.66,0.00075,109291471,2024-02-29 11:00:40+00:00
B,62678.87,0.31903,109305761,2024-02-29 11:00:40+00:00
B,62678.96,0.01975,109294583,2024-02-29 11:00:40+00:00
B,62679.78,0.15951,109307259,2024-02-29 11:00:40+00:00
B,62680.02,2.15496,109312185,2024-02-29 11:00:40+00:00
S,62680.03,3.24155,100657992,2024-02-29 11:00:41+00:00
S,62680.14,0.00966,100630922,2024-02-29 11:00:41+00:00
S,62680.34,0.07804,100653462,2024-02-29 11:00:41+00:00
S,62680.35,0.31902,100628308,2024-02-29 11:00:41+00:00
S,62680.6,0.15,100609720,2024-02-29 11:00:41+00:00
S,62680.72,0.01222,100608004,2024-02-29 11:00:41+00:00
S,62681.54,0.00016,100647154,2024-02-29 11:00:41+00:00
S,62681.59,0.13,100608014,2024-02-29 11:00:41+00:00
S,62681.97,0.00012,100634478,2024-02-29 11:00:41+00:00
S,62682.31,0.13,100608020,2024-02-29 11:00:41+00:00
B,62676.09,0.00012,109275317,2024-02-29 11:00:41+00:00
B,62676.5,0.00016,109309567,2024-02-29 11:00:41+00:00
B,62677.32,0.0002,109206483,2024-02-29 11:00:41+00:00
B,62678.03,0.00013,109289085,2024-02-29 11:00:41+00:00
B,62678.04,0.01987,109291475,2024-02-29 11:00:41+00:00
B,62678.17,0.0004,109295281,2024-02-29 11:00:41+00:00
B,62678.27,0.00016,109309565,2024-02-29 11:00:41+00:00
B,62678.96,0.01975,109294583,2024-02-29 11:00:41+00:00
B,62678.99,0.14215,109321167,2024-02-29 11:00:41+00:00
B,62680.02,1.01244,109318327,2024-02-29 11:00:41+00:00
S,62680.03,2.97597,100657992,2024-02-29 11:00:42+00:00
S,62680.14,0.00966,100630922,2024-02-29 11:00:42+00:00
S,62680.25,0.34538,100662060,2024-02-29 11:00:42+00:00
S,62680.34,0.07804,100653462,2024-02-29 11:00:42+00:00
S,62680.35,0.31902,100628308,2024-02-29 11:00:42+00:00
S,62680.6,0.15,100609720,2024-02-29 11:00:42+00:00
S,62680.72,0.01222,100608004,2024-02-29 11:00:42+00:00
S,62681.54,0.00016,100647154,2024-02-29 11:00:42+00:00
S,62681.59,0.13,100608014,2024-02-29 11:00:42+00:00
S,62681.97,0.00012,100634478,2024-02-29 11:00:42+00:00
B,62676.92,0.15952,109324635,2024-02-29 11:00:42+00:00
B,62677.32,0.0002,109206483,2024-02-29 11:00:42+00:00
B,62678.03,0.00275,109327077,2024-02-29 11:00:42+00:00
B,62678.04,0.01987,109291475,2024-02-29 11:00:42+00:00
B,62678.17,0.0004,109295281,2024-02-29 11:00:42+00:00
B,62678.27,0.00016,109309565,2024-02-29 11:00:42+00:00
B,62678.96,0.01975,109294583,2024-02-29 11:00:42+00:00
B,62678.99,0.14215,109321167,2024-02-29 11:00:42+00:00
B,62679.72,0.10086,109324023,2024-02-29 11:00:42+00:00
B,62680.02,0.60451,109327075,2024-02-29 11:00:42+00:00
S,62680.03,3.51292,100670604,2024-02-29 11:00:43+00:00
S,62680.14,0.00966,100630922,2024-02-29 11:00:43+00:00
S,62680.25,0.34538,100662060,2024-02-29 11:00:43+00:00
S,62680.34,0.07804,100653462,2024-02-29 11:00:43+00:00
S,62680.35,0.31902,100628308,2024-02-29 11:00:43+00:00
S,62680.6,0.15,100609720,2024-02-29 11:00:43+00:00
S,62680.72,0.01222,100608004,2024-02-29 11:00:43+00:00
S,62681.54,0.00016,100647154,2024-02-29 11:00:43+00:00
S,62681.59,0.13,100608014,2024-02-29 11:00:43+00:00
S,62681.97,0.00012,100634478,2024-02-29 11:00:43+00:00
B,62676.5,0.00016,109309567,2024-02-29 11:00:43+00:00
B,62676.62,0.15952,109333499,2024-02-29 11:00:43+00:00
B,62677.32,0.0002,109206483,2024-02-29 11:00:43+00:00
B,62678.03,0.00275,109327077,2024-02-29 11:00:43+00:00
B,62678.04,0.01987,109291475,2024-02-29 11:00:43+00:00
B,62678.05,0.09056,109333497,2024-02-29 11:00:43+00:00
B,62678.17,0.0004,109295281,2024-02-29 11:00:43+00:00
B,62678.27,0.00016,109309565,2024-02-29 11:00:43+00:00
B,62678.96,0.01975,109294583,2024-02-29 11:00:43+00:00
B,62680.02,0.40276,109335859,2024-02-29 11:00:43+00:00
S,62676.51,3.62208,100680162,2024-02-29 11:00:44+00:00
S,62676.65,0.31904,100680164,2024-02-29 11:00:44+00:00
S,62676.76,0.094,100680166,2024-02-29 11:00:44+00:00
S,62676.77,0.00012,100680168,2024-02-29 11:00:44+00:00
S,62677.02,1.63297,100680170,2024-02-29 11:00:44+00:00
S,62677.03,0.13,100680172,2024-02-29 11:00:44+00:00
S,62677.71,0.03211,100680174,2024-02-29 11:00:44+00:00
S,62677.93,0.15,100680176,2024-02-29 11:00:44+00:00
S,62678.04,1.08111,100680178,2024-02-29 11:00:44+00:00
S,62678.05,0.22923,100679400,2024-02-29 11:00:44+00:00
B,62672.97,0.00016,109309569,2024-02-29 11:00:44+00:00
B,62673.2,0.19981,109184921,2024-02-29 11:00:44+00:00
B,62673.21,0.07821,109307261,2024-02-29 11:00:44+00:00
B,62673.32,0.15,109186509,2024-02-29 11:00:44+00:00
B,62673.52,0.00012,109275319,2024-02-29 11:00:44+00:00
B,62673.69,0.34538,109344951,2024-02-29 11:00:44+00:00
B,62674.92,0.00017,109208223,2024-02-29 11:00:44+00:00
B,62676.09,0.00012,109275317,2024-02-29 11:00:44+00:00
B,62676.43,0.0002,109344949,2024-02-29 11:00:44+00:00
B,62676.5,0.2697,109344947,2024-02-29 11:00:44+00:00
S,62676.51,2.4155,100684458,2024-02-29 11:00:45+00:00
S,62676.64,0.02159,100682050,2024-02-29 11:00:45+00:00
S,62676.76,0.0944,100685224,2024-02-29 11:00:45+00:00
S,62676.77,0.00012,100680168,2024-02-29 11:00:45+00:00
S,62677.71,0.03211,100680174,2024-02-29 11:00:45+00:00
S,62677.93,0.15,100680176,2024-02-29 11:00:45+00:00
S,62678.04,0.00379,100680178,2024-02-29 11:00:45+00:00
S,62678.05,0.22674,100679400,2024-02-29 11:00:45+00:00
S,62678.28,0.13,100679408,2024-02-29 11:00:45+00:00
S,62679.6,0.17524,100684460,2024-02-29 11:00:45+00:00
B,62672.9,0.02152,109187419,2024-02-29 11:00:45+00:00
B,62672.97,0.00016,109309569,2024-02-29 11:00:45+00:00
B,62673.2,0.19981,109184921,2024-02-29 11:00:45+00:00
B,62673.21,0.08778,109352507,2024-02-29 11:00:45+00:00
B,62673.32,0.15,109186509,2024-02-29 11:00:45+00:00
B,62673.52,0.00012,109275319,2024-02-29 11:00:45+00:00
B,62674.79,0.31905,109350239,2024-02-29 11:00:45+00:00
B,62674.88,0.15952,109350237,2024-02-29 11:00:45+00:00
B,62676.09,0.00012,109275317,2024-02-29 11:00:45+00:00
B,62676.5,2.3652,109351127,2024-02-29 11:00:45+00:00
S,62676.51,2.5666,100687384,2024-02-29 11:00:46+00:00
S,62676.52,0.22018,100691026,2024-02-29 11:00:46+00:00
S,62676.64,0.02159,100682050,2024-02-29 11:00:46+00:00
S,62676.76,0.094,100685224,2024-02-29 11:00:46+00:00
S,62676.77,0.00012,100680168,2024-02-29 11:00:46+00:00
S,62677.71,0.03211,100680174,2024-02-29 11:00:46+00:00
S,62677.93,0.15,100680176,2024-02-29 11:00:46+00:00
S,62678.0,0.00016,100689192,2024-02-29 11:00:46+00:00
S,62678.04,0.00379,100680178,2024-02-29 11:00:46+00:00
S,62678.05,0.22674,100679400,2024-02-29 11:00:46+00:00
B,62673.2,0.19981,109184921,2024-02-29 11:00:46+00:00
B,62673.21,0.08778,109352507,2024-02-29 11:00:46+00:00
B,62673.32,0.15,109186509,2024-02-29 11:00:46+00:00
B,62673.33,0.27556,109359555,2024-02-29 11:00:46+00:00
B,62673.52,0.00012,109275319,2024-02-29 11:00:46+00:00
B,62674.04,0.0938,109362495,2024-02-29 11:00:46+00:00
B,62674.7,0.00016,109356181,2024-02-29 11:00:46+00:00
B,62676.09,0.00012,109275317,2024-02-29 11:00:46+00:00
B,62676.46,0.31904,109356179,2024-02-29 11:00:46+00:00
B,62676.5,2.52249,109362493,2024-02-29 11:00:46+00:00
S,62676.51,1.74623,100699194,2024-02-29 11:00:47+00:00
S,62676.52,0.22018,100691026,2024-02-29 11:00:47+00:00
S,62676.64,0.02159,100682050,2024-02-29 11:00:47+00:00
S,62676.76,0.094,100685224,2024-02-29 11:00:47+00:00
S,62676.77,0.00012,100680168,2024-02-29 11:00:47+00:00
